,Activity,Product,Resource,Request moment,Start,Finish
83,2_1,2,Harvesting tanks B,45,214,270
84,14_4,14,Buffer tanks,97,254,273
85,1_3,1,Harvesting tanks A,42,217,275
86,12_3,12,Harvesting tanks A,42,217,275
87,27_4,27,Buffer tanks,94,213,278
88,35_3,35,Harvesting tanks A,45,221,282
89,16_6,16,Buffer tanks,95,221,283
90,17_9,17,Microfilter,93,229,283
91,4_5,4,Harvesting tanks B,45,203,291
92,33_4,33,Filters A,117,270,293
93,27_3,27,Microfilter,94,229,294
94,20_2,20,Filters A,114,258,295
95,4_3,4,Harvesting tanks A,45,241,302
96,3_1,3,Harvesting tanks B,45,246,302
97,14_6,14,Buffer tanks,102,283,302
98,34_2,34,Filters A,114,268,305
99,1_2,1,Harvesting tanks B,42,140,307
100,12_2,12,Harvesting tanks B,42,140,307
101,10_6,10,Buffer tanks,95,246,308
102,16_5,16,Microfilter,95,249,311
103,10_5,10,Microfilter,95,249,311
104,14_3,14,Microfilter,97,294,313
105,32_5,32,Filters A,117,295,318
106,1_4,1,Filters B,100,214,323
107,18_0,18,Fermenter_3,0,159,324
108,7_13,7,Stabilization tanks,129,201,326
109,25_1,25,Harvesting tanks A,62,302,327
110,14_0,14,Fermenter_1,0,216,328
111,35_9,35,Filters A,117,293,332
112,14_5,14,Microfilter,102,313,332
113,36_3,36,Microfilter,95,283,333
114,26_3,26,Filters A,117,305,333
115,2_5,2,Harvesting tanks B,45,246,334
116,2_3,2,Harvesting tanks A,45,275,336
117,3_3,3,Harvesting tanks A,45,275,336
118,16_0,16,Fermenter_2,0,214,339
119,17_3,17,Harvesting tanks A,54,282,343
120,37_1,37,Harvesting tanks B,48,291,343
121,8_22,8,Stabilization tanks,138,254,349
122,8_11,8,Stabilization tanks,138,254,353
123,26_4,26,Filters A,117,318,355
124,3_5,3,Harvesting tanks B,45,270,358
125,36_5,36,Stabilization tanks,145,268,361
126,38_3,38,Filters A,117,333,361
127,0_1,0,Harvesting tanks A,62,336,361
128,1_13,1,Stabilization tanks,131,214,363
129,27_5,27,Stabilization tanks,159,270,363
130,16_8,16,Buffer tanks,104,302,364
131,17_1,17,Harvesting tanks B,54,307,365
132,32_14,32,Stabilization tanks,153,268,369
133,33_14,33,Stabilization tanks,153,268,370
134,30_14,30,Stabilization tanks,153,268,370
135,10_8,10,Buffer tanks,104,308,370
136,36_1,36,Harvesting tanks B,52,302,371
137,4_9,4,Filters A,117,332,371
138,14_8,14,Buffer tanks,107,364,382
139,21_1,21,Harvesting tanks A,75,343,384
140,23_8,23,Stabilization tanks,135,250,387
141,7_3,7,Filters A,117,361,389
142,38_4,38,Filters A,117,355,392
143,19_0,19,Fermenter_4,0,236,394
144,16_7,16,Microfilter,104,332,394
145,10_7,10,Microfilter,104,333,395
146,1_6,1,Buffer tanks,100,273,398
147,12_13,12,Stabilization tanks,131,250,399
148,16_4,16,Buffer tanks,113,398,399
149,12_6,12,Buffer tanks,100,278,403
150,10_4,10,Buffer tanks,113,403,404
151,7_4,7,Filters A,117,371,408
152,14_7,14,Microfilter,107,394,412
153,30_4,30,Filters A,117,392,415
154,16_12,16,Stabilization tanks,166,326,419
155,25_3,25,Harvesting tanks A,62,327,422
156,21_16,21,Harvesting tanks A,75,384,425
157,17_5,17,Harvesting tanks B,54,307,426
158,2_9,2,Filters A,117,389,428
159,26_0,26,Fermenter_3,0,324,430
160,0_3,0,Harvesting tanks A,62,336,431
161,12_4,12,Filters B,100,323,432
162,1_5,1,Microfilter,100,311,436
163,12_5,12,Microfilter,100,311,436
164,20_1,20,Harvesting tanks B,68,358,440
165,15_1,15,Harvesting tanks A,84,425,440
166,10_12,10,Stabilization tanks,166,349,442
167,21_2,21,Harvesting tanks A,75,361,442
168,22_2,22,Filters B,147,432,443
169,25_2,25,Harvesting tanks B,62,334,444
170,34_1,34,Harvesting tanks B,68,365,447
171,3_9,3,Filters A,117,408,447
172,5_5,5,Filters A,124,415,450
173,0_2,0,Harvesting tanks B,62,343,453
174,6_1,6,Harvesting tanks A,84,440,455
175,5_14,5,Stabilization tanks,172,353,457
176,25_12,25,Stabilization tanks,182,363,458
177,20_5,20,Stabilization tanks,185,370,459
178,34_5,34,Stabilization tanks,185,370,459
179,32_0,32,Fermenter_2,0,339,461
180,35_8,35,Buffer tanks,113,399,461
181,11_5,11,Filters A,124,428,463
182,0_12,0,Stabilization tanks,182,369,464
183,16_9,16,Microfilter,113,436,464
184,10_9,10,Microfilter,113,436,464
185,11_14,11,Stabilization tanks,172,361,465
186,4_8,4,Buffer tanks,113,404,466
187,19_7,19,Stabilization tanks,179,363,471
188,39_0,39,Fermenter_1,0,328,472
189,23_2,23,Harvesting tanks A,90,455,479
190,17_8,17,Filters A,128,463,481
191,8_3,8,Harvesting tanks B,81,453,490
192,28_1,28,Harvesting tanks B,71,371,492
193,8_2,8,Harvesting tanks B,81,447,493
194,1_8,1,Buffer tanks,110,370,495
195,21_17,21,Harvesting tanks A,75,422,503
196,28_7,28,Stabilization tanks,186,387,506
197,12_8,12,Buffer tanks,110,382,507
198,23_5,23,Microfilter,114,464,508
199,28_2,28,Filters A,128,447,510
200,4_0,4,Fermenter_4,0,394,511
201,13_9,13,Stabilization tanks,188,419,512
202,29_2,29,Filters A,128,450,513
203,17_11,17,Filters A,128,481,514
204,15_2,15,Harvesting tanks A,84,431,516
205,29_7,29,Stabilization tanks,186,399,518
206,1_7,1,Microfilter,110,395,520
207,2_8,2,Buffer tanks,113,461,523
208,6_2,6,Harvesting tanks A,84,442,527
209,3_8,3,Buffer tanks,113,466,528
210,32_6,32,Filters A,129,510,528
211,8_14,8,Harvesting tanks B,81,492,529
212,20_3,20,Microfilter,116,464,533
213,13_10,13,Stabilization tanks,188,442,535
214,8_13,8,Harvesting tanks B,81,490,536
215,12_7,12,Microfilter,110,412,537
216,5_6,5,Filters A,129,513,537
217,11_6,11,Filters A,129,514,538
218,23_4,23,Buffer tanks,114,495,539
219,18_2,18,Filters B,150,443,541
220,35_10,35,Microfilter,116,508,542
221,13_19,13,Stabilization tanks,188,457,546
222,33_6,33,Filters A,130,528,546
223,29_1,29,Harvesting tanks B,71,426,547
224,22_5,22,Stabilization tanks,189,458,547
225,16_10,16,Buffer tanks,114,523,551
226,4_10,4,Microfilter,116,520,554
227,30_6,30,Filters A,130,537,555
228,10_10,10,Buffer tanks,114,528,556
229,21_3,21,Harvesting tanks B,75,440,557
230,21_18,21,Harvesting tanks B,75,444,561
231,39_7,39,Stabilization tanks,192,459,562
232,13_3,13,Filters A,134,538,564
233,9_7,9,Stabilization tanks,192,465,568
234,2_10,2,Microfilter,116,537,571
235,13_4,13,Filters A,134,546,572
236,3_10,3,Microfilter,116,542,576
237,20_4,20,Buffer tanks,114,507,578
238,13_13,13,Filters A,134,555,581
239,27_1,27,Harvesting tanks B,85,536,586
240,33_8,33,Buffer tanks,117,551,588
241,35_11,35,Buffer tanks,117,556,589
242,26_5,26,Microfilter,118,554,590
243,13_14,13,Filters A,134,564,590
244,24_0,24,Fermenter_3,0,430,595
245,1_14,1,Stabilization tanks,192,459,596
246,12_14,12,Stabilization tanks,192,464,601
247,34_3,34,Microfilter,116,533,602
248,39_2,39,Filters A,147,572,602
249,21_15,21,Stabilization tanks,205,471,604
250,26_1,26,Harvesting tanks B,86,547,605
251,26_7,26,Microfilter,118,571,607
252,15_12,15,Stabilization tanks,210,512,609
253,15_3,15,Harvesting tanks B,84,493,610
254,34_4,34,Buffer tanks,114,539,610
255,9_2,9,Filters A,147,581,611
256,38_5,38,Microfilter,118,576,612
257,6_12,6,Stabilization tanks,210,518,615
258,32_8,32,Buffer tanks,117,578,615
259,9_0,9,Fermenter_1,0,472,616
260,38_0,38,Fermenter_4,0,511,617
261,25_5,25,Filters A,157,602,617
262,38_1,38,Harvesting tanks B,86,561,619
263,19_2,19,Filters A,151,590,620
264,26_2,26,Harvesting tanks B,86,557,625
265,26_6,26,Buffer tanks,117,588,625
266,26_8,26,Buffer tanks,117,589,626
267,38_7,38,Microfilter,118,590,626
268,0_5,0,Filters A,157,611,626
269,25_6,25,Filters A,163,617,628
270,0_6,0,Filters A,163,620,631
271,18_5,18,Stabilization tanks,274,546,635
272,24_5,24,Stabilization tanks,274,547,636
273,7_5,7,Microfilter,118,602,638
274,24_2,24,Filters B,150,541,639
275,31_7,31,Stabilization tanks,216,535,642
276,21_30,21,Stabilization tanks,205,506,643
277,7_7,7,Microfilter,118,607,643
278,4_11,4,Buffer tanks,117,610,643
279,14_1,14,Harvesting tanks B,87,619,644
280,6_3,6,Harvesting tanks B,84,529,646
281,33_7,33,Microfilter,119,612,646
282,15_0,15,Fermenter_2,0,461,648
283,21_6,21,Filters A,169,626,649
284,21_21,21,Filters A,169,628,651
285,38_6,38,Buffer tanks,117,615,652
286,38_2,38,Harvesting tanks B,86,586,654
287,32_7,32,Microfilter,119,626,660
288,38_8,38,Buffer tanks,117,625,662
289,7_1,7,Harvesting tanks B,86,605,663
290,7_6,7,Buffer tanks,117,626,663
291,31_2,31,Filters A,172,631,667
292,15_5,15,Filters A,182,649,669
293,6_5,6,Filters A,182,651,671
294,30_7,30,Microfilter,119,638,672
295,7_2,7,Harvesting tanks B,86,610,678
296,7_8,7,Buffer tanks,117,643,680
297,2_11,2,Buffer tanks,117,652,685
298,32_4,32,Harvesting tanks B,96,644,694
299,23_1,23,Harvesting tanks B,90,625,695
300,3_11,3,Buffer tanks,117,663,696
301,30_8,30,Buffer tanks,117,662,699
302,5_4,5,Harvesting tanks B,96,646,702
303,5_7,5,Microfilter,126,660,706
304,34_0,34,Fermenter_1,0,616,709
305,21_11,21,Filters A,185,669,709
306,11_4,11,Harvesting tanks B,96,654,710
307,11_7,11,Microfilter,126,672,718
308,8_10,8,Buffer tanks,124,699,719
309,35_6,35,Harvesting tanks B,99,663,720
310,7_0,7,Fermenter_4,0,617,723
311,21_7,21,Filters A,185,667,726
312,1_9,1,Microfilter,121,643,727
313,12_9,12,Microfilter,121,646,730
314,21_22,21,Filters A,185,671,730
315,4_6,4,Harvesting tanks B,99,678,735
316,15_6,15,Filters A,190,726,738
317,8_21,8,Buffer tanks,124,719,739
318,26_9,26,Microfilter,129,706,741
319,6_6,6,Filters A,190,730,742
320,1_0,1,Fermenter_3,0,595,745
321,5_8,5,Buffer tanks,124,696,745
322,21_26,21,Filters A,185,709,749
323,1_10,1,Buffer tanks,121,680,751
324,2_6,2,Harvesting tanks B,99,694,751
325,3_6,3,Harvesting tanks B,99,695,752
326,26_11,26,Microfilter,129,718,754
327,12_10,12,Buffer tanks,121,685,756
328,13_1,13,Harvesting tanks B,100,702,762
329,38_9,38,Microfilter,129,727,762
330,38_11,38,Microfilter,129,730,766
331,5_0,5,Fermenter_2,0,648,770
332,13_2,13,Harvesting tanks B,100,710,770
333,13_11,13,Harvesting tanks B,100,720,780
334,17_10,17,Buffer tanks,128,756,784
335,11_8,11,Buffer tanks,124,739,788
336,7_9,7,Microfilter,129,754,789
337,17_13,17,Microfilter,129,741,790
338,17_6,17,Harvesting tanks B,107,751,790
339,13_12,13,Harvesting tanks B,100,735,795
340,7_11,7,Microfilter,129,762,798
341,33_5,33,Harvesting tanks B,108,762,801
342,28_4,28,Buffer tanks,128,745,802
343,17_7,17,Harvesting tanks B,107,752,806
344,29_4,29,Buffer tanks,128,751,808
345,30_5,30,Harvesting tanks B,108,770,809
346,28_3,28,Microfilter,131,766,821
347,22_1,22,Harvesting tanks B,132,795,821
348,33_10,33,Microfilter,131,789,822
349,32_10,32,Microfilter,131,790,823
350,32_13,32,Buffer tanks,129,788,825
351,17_12,17,Buffer tanks,128,784,826
352,37_0,37,Fermenter_2,0,770,831
353,32_12,32,Microfilter,131,798,832
354,26_10,26,Buffer tanks,129,802,837
355,2_0,2,Fermenter_4,0,723,840
356,39_1,39,Harvesting tanks B,116,780,841
357,26_12,26,Buffer tanks,129,808,844
358,25_4,25,Harvesting tanks B,147,821,849
359,9_1,9,Harvesting tanks B,116,790,851
360,19_1,19,Harvesting tanks B,136,809,854
361,1_12,1,Microfilter,131,822,859
362,12_12,12,Microfilter,131,823,860
363,38_10,38,Buffer tanks,129,826,861
364,5_10,5,Microfilter,131,821,867
365,38_12,38,Buffer tanks,129,837,873
366,5_11,5,Buffer tanks,129,825,874
367,0_4,0,Harvesting tanks B,147,849,877
368,25_0,25,Fermenter_1,0,709,878
369,7_10,7,Buffer tanks,129,844,879
370,29_3,29,Microfilter,131,832,887
371,30_10,30,Microfilter,131,859,892
372,12_0,12,Fermenter_3,0,745,895
373,7_12,7,Buffer tanks,129,861,897
374,33_12,33,Microfilter,132,867,901
375,31_1,31,Harvesting tanks B,147,841,903
376,11_10,11,Microfilter,131,860,906
377,33_13,33,Buffer tanks,130,874,911
378,18_1,18,Harvesting tanks B,135,801,914
379,30_13,30,Buffer tanks,130,879,916
380,24_1,24,Harvesting tanks B,135,806,919
381,30_12,30,Microfilter,132,887,921
382,33_9,33,Buffer tanks,131,897,921
383,11_11,11,Buffer tanks,129,873,922
384,21_5,21,Harvesting tanks B,155,854,924
385,32_9,32,Buffer tanks,131,911,935
386,21_4,21,Harvesting tanks B,155,851,940
387,13_5,13,Microfilter,134,892,946
388,30_9,30,Buffer tanks,131,922,946
389,36_0,36,Fermenter_1,0,878,954
390,13_7,13,Microfilter,134,901,955
391,10_0,10,Fermenter_2,0,831,956
392,15_4,15,Harvesting tanks B,159,914,956
393,13_15,13,Microfilter,134,906,960
394,6_4,6,Harvesting tanks B,159,919,961
395,21_19,21,Harvesting tanks B,155,877,966
396,21_20,21,Harvesting tanks B,155,903,973
397,13_17,13,Microfilter,134,921,975
398,13_6,13,Buffer tanks,134,935,989
399,1_11,1,Buffer tanks,131,916,990
400,5_12,5,Microfilter,143,946,990
401,12_11,12,Buffer tanks,131,921,995
402,11_12,11,Microfilter,143,955,999
403,23_6,23,Microfilter,144,960,999
404,13_8,13,Buffer tanks,134,946,1000
405,22_3,22,Microfilter,147,975,1017
406,21_0,21,Fermenter_4,0,840,1020
407,17_0,17,Fermenter_3,0,895,1020
408,32_11,32,Buffer tanks,143,1000,1021
409,39_3,39,Microfilter,149,990,1033
410,17_14,17,Buffer tanks,138,995,1034
411,9_3,9,Microfilter,149,999,1042
412,13_16,13,Buffer tanks,134,989,1043
413,13_18,13,Buffer tanks,134,990,1044
414,5_9,5,Buffer tanks,143,1021,1055
415,19_3,19,Microfilter,151,1033,1061
416,33_11,33,Buffer tanks,145,1044,1063
417,25_7,25,Microfilter,157,1042,1067
418,11_9,11,Buffer tanks,143,1034,1068
419,30_11,30,Buffer tanks,145,1055,1074
420,30_0,30,Fermenter_1,0,954,1077
421,23_7,23,Buffer tanks,144,1043,1082
422,0_7,0,Microfilter,157,1061,1086
423,39_4,39,Buffer tanks,147,1063,1108
424,9_4,9,Buffer tanks,147,1068,1113
425,22_4,22,Buffer tanks,147,1074,1116
426,8_0,8,Fermenter_3,0,1020,1118
427,5_13,5,Buffer tanks,148,1082,1121
428,28_5,28,Microfilter,161,1067,1122
429,18_3,18,Microfilter,150,999,1123
430,24_3,24,Microfilter,150,1017,1141
431,29_5,29,Microfilter,161,1086,1141
432,6_0,6,Fermenter_2,0,956,1143
433,11_13,11,Buffer tanks,148,1108,1147
434,19_4,19,Buffer tanks,151,1121,1149
435,39_5,39,Microfilter,163,1122,1165
436,9_5,9,Microfilter,163,1123,1166
437,25_10,25,Microfilter,163,1141,1166
438,0_10,0,Microfilter,163,1141,1166
439,25_8,25,Buffer tanks,157,1147,1172
440,0_8,0,Buffer tanks,157,1149,1174
441,19_5,19,Microfilter,166,1165,1193
442,31_3,31,Microfilter,172,1166,1210
443,21_9,21,Microfilter,170,1166,1212
444,21_24,21,Microfilter,170,1166,1212
445,15_7,15,Microfilter,183,1193,1220
446,28_6,28,Buffer tanks,161,1172,1227
447,29_6,29,Buffer tanks,161,1174,1229
448,3_0,3,Fermenter_3,0,1118,1235
449,18_4,18,Buffer tanks,150,1113,1237
450,6_7,6,Microfilter,183,1210,1237
451,15_10,15,Microfilter,191,1212,1239
452,24_4,24,Buffer tanks,150,1116,1240
453,0_0,0,Fermenter_1,0,1077,1246
454,6_10,6,Microfilter,191,1220,1247
455,31_5,31,Microfilter,190,1212,1256
456,25_9,25,Buffer tanks,163,1237,1259
457,0_9,0,Buffer tanks,163,1240,1262
458,39_6,39,Buffer tanks,163,1227,1270
459,9_6,9,Buffer tanks,163,1229,1272
460,21_13,21,Microfilter,205,1237,1281
461,21_28,21,Microfilter,205,1239,1283
462,19_6,19,Buffer tanks,166,1259,1287
463,25_11,25,Buffer tanks,170,1272,1290
464,21_8,21,Buffer tanks,169,1262,1298
465,0_11,0,Buffer tanks,170,1287,1305
466,21_23,21,Buffer tanks,169,1270,1306
467,31_0,31,Fermenter_2,0,1143,1314
468,15_8,15,Buffer tanks,182,1298,1326
469,6_8,6,Buffer tanks,182,1305,1333
470,31_4,31,Buffer tanks,172,1290,1334
471,21_10,21,Buffer tanks,185,1306,1338
472,15_9,15,Buffer tanks,190,1338,1361
473,21_25,21,Buffer tanks,185,1333,1365
474,21_12,21,Buffer tanks,185,1326,1374
475,21_27,21,Buffer tanks,185,1334,1382
476,6_9,6,Buffer tanks,190,1361,1384
477,15_11,15,Buffer tanks,199,1384,1403
478,31_6,31,Buffer tanks,190,1365,1409
479,29_0,29,Fermenter_2,0,1314,1416
480,6_11,6,Buffer tanks,199,1403,1422
481,21_14,21,Buffer tanks,194,1374,1429
482,21_29,21,Buffer tanks,194,1382,1437
483,11_0,11,Fermenter_2,0,1416,1538
